Raw Data 		Experiment - ProteinMelting_T4Lstar (Run on LCS480 1.5.0.39)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-580	
A1	T4L wt 8uM	1	2	1	26450	20.01	6.94
A1	T4L wt 8uM	1	2	1	26950	20.01	6.99
A1	T4L wt 8uM	1	2	1	27450	20.16	6.97
A1	T4L wt 8uM	1	2	1	27950	20.32	7.00
A1	T4L wt 8uM	1	2	1	28450	20.4	6.96
A1	T4L wt 8uM	1	2	1	28967	20.54	6.96
A1	T4L wt 8uM	1	2	1	29466	20.69	6.97
A1	T4L wt 8uM	1	2	1	29983	20.77	6.97
A1	T4L wt 8uM	1	2	1	30483	20.93	6.97
A1	T4L wt 8uM	1	2	1	30983	20.93	7.00
A1	T4L wt 8uM	1	2	1	31483	21.08	6.98
A1	T4L wt 8uM	1	2	1	32000	21.16	6.99
A1	T4L wt 8uM	1	2	1	32500	21.23	6.98
A1	T4L wt 8uM	1	2	1	33000	21.37	6.98
A1	T4L wt 8uM	1	2	1	33516	21.45	6.95
A1	T4L wt 8uM	1	2	1	34016	21.53	6.96
A1	T4L wt 8uM	1	2	1	34516	21.68	6.95
A1	T4L wt 8uM	1	2	1	35016	21.76	6.93
A1	T4L wt 8uM	1	2	1	35516	21.9	6.98
A1	T4L wt 8uM	1	2	1	36016	21.97	6.97
A1	T4L wt 8uM	1	2	1	36533	22.04	6.97
A1	T4L wt 8uM	1	2	1	37033	22.19	6.98
A1	T4L wt 8uM	1	2	1	37533	22.26	6.97
A1	T4L wt 8uM	1	2	1	38033	22.34	6.96
A1	T4L wt 8uM	1	2	1	38533	22.41	6.94
A1	T4L wt 8uM	1	2	1	39033	22.55	6.96
A1	T4L wt 8uM	1	2	1	39533	22.69	6.96
A1	T4L wt 8uM	1	2	1	40033	22.76	6.98
A1	T4L wt 8uM	1	2	1	40550	22.83	6.96
A1	T4L wt 8uM	1	2	1	41050	22.9	6.99
A1	T4L wt 8uM	1	2	1	41550	23.05	6.96
A1	T4L wt 8uM	1	2	1	42050	23.12	6.94
A1	T4L wt 8uM	1	2	1	42550	23.19	6.94
A1	T4L wt 8uM	1	2	1	43050	23.34	6.96
A1	T4L wt 8uM	1	2	1	43550	23.41	6.97
A1	T4L wt 8uM	1	2	1	44050	23.53	6.97
A1	T4L wt 8uM	1	2	1	44566	23.6	6.95
A1	T4L wt 8uM	1	2	1	45066	23.68	6.95
A1	T4L wt 8uM	1	2	1	45566	23.81	6.98
A1	T4L wt 8uM	1	2	1	46066	23.88	6.96
A1	T4L wt 8uM	1	2	1	46583	24.03	6.97
A1	T4L wt 8uM	1	2	1	47083	24.09	6.93
A1	T4L wt 8uM	1	2	1	47583	24.16	6.96
A1	T4L wt 8uM	1	2	1	48083	24.29	6.96
A1	T4L wt 8uM	1	2	1	48600	24.36	6.97
A1	T4L wt 8uM	1	2	1	49100	24.43	6.97
A1	T4L wt 8uM	1	2	1	49600	24.56	6.97
A1	T4L wt 8uM	1	2	1	50100	24.63	6.96
A1	T4L wt 8uM	1	2	1	50600	24.77	6.99
A1	T4L wt 8uM	1	2	1	51100	24.9	6.98
A1	T4L wt 8uM	1	2	1	51600	24.96	6.99
A1	T4L wt 8uM	1	2	1	52116	25.03	6.96
A1	T4L wt 8uM	1	2	1	52616	25.23	6.95
A1	T4L wt 8uM	1	2	1	53116	25.29	6.95
A1	T4L wt 8uM	1	2	1	53633	25.36	6.94
A1	T4L wt 8uM	1	2	1	54150	25.49	6.98
A1	T4L wt 8uM	1	2	1	54650	25.56	6.98
A1	T4L wt 8uM	1	2	1	55150	25.68	6.96
A1	T4L wt 8uM	1	2	1	55666	25.75	6.99
A1	T4L wt 8uM	1	2	1	56166	25.87	6.99
A1	T4L wt 8uM	1	2	1	56666	26.01	6.95
A1	T4L wt 8uM	1	2	1	57166	26.07	7.02
A1	T4L wt 8uM	1	2	1	57683	26.2	7.01
A1	T4L wt 8uM	1	2	1	58183	26.33	6.98
A1	T4L wt 8uM	1	2	1	58700	26.4	6.99
A1	T4L wt 8uM	1	2	1	59200	26.45	7.03
A1	T4L wt 8uM	1	2	1	59700	26.64	6.96
A1	T4L wt 8uM	1	2	1	60216	26.77	7.01
A1	T4L wt 8uM	1	2	1	60716	26.83	6.98
A1	T4L wt 8uM	1	2	1	61216	26.95	6.98
A1	T4L wt 8uM	1	2	1	61716	27.02	6.99
A1	T4L wt 8uM	1	2	1	62233	27.15	6.98
A1	T4L wt 8uM	1	2	1	62733	27.26	7.03
A1	T4L wt 8uM	1	2	1	63233	27.33	7.01
A1	T4L wt 8uM	1	2	1	63733	27.39	7.01
A1	T4L wt 8uM	1	2	1	64250	27.51	7.01
A1	T4L wt 8uM	1	2	1	64750	27.63	7.01
A1	T4L wt 8uM	1	2	1	65250	27.76	7.00
A1	T4L wt 8uM	1	2	1	65750	27.88	7.02
A1	T4L wt 8uM	1	2	1	66250	27.94	7.01
A1	T4L wt 8uM	1	2	1	66750	28.05	6.99
A1	T4L wt 8uM	1	2	1	67266	28.17	7.00
A1	T4L wt 8uM	1	2	1	67766	28.3	7.03
A1	T4L wt 8uM	1	2	1	68266	28.36	7.00
A1	T4L wt 8uM	1	2	1	68783	28.48	7.00
A1	T4L wt 8uM	1	2	1	69283	28.53	7.02
A1	T4L wt 8uM	1	2	1	69783	28.65	7.00
A1	T4L wt 8uM	1	2	1	70283	28.77	7.02
A1	T4L wt 8uM	1	2	1	70783	28.88	7.01
A1	T4L wt 8uM	1	2	1	71283	28.95	7.01
A1	T4L wt 8uM	1	2	1	71800	29	7.01
A1	T4L wt 8uM	1	2	1	72300	29.18	6.99
A1	T4L wt 8uM	1	2	1	72816	29.3	6.98
A1	T4L wt 8uM	1	2	1	73316	29.36	6.98
A1	T4L wt 8uM	1	2	1	73816	29.4	7.01
A1	T4L wt 8uM	1	2	1	74333	29.53	7.02
A1	T4L wt 8uM	1	2	1	74833	29.7	6.99
A1	T4L wt 8uM	1	2	1	75333	29.76	6.96
A1	T4L wt 8uM	1	2	1	75833	29.88	6.98
A1	T4L wt 8uM	1	2	1	76350	29.93	6.98
A1	T4L wt 8uM	1	2	1	76850	30.05	6.97
A1	T4L wt 8uM	1	2	1	77366	30.21	6.96
A1	T4L wt 8uM	1	2	1	77850	30.32	6.96
A1	T4L wt 8uM	1	2	1	78366	30.44	6.96
A1	T4L wt 8uM	1	2	1	78883	30.44	6.96
A1	T4L wt 8uM	1	2	1	79383	30.55	7.01
A1	T4L wt 8uM	1	2	1	79883	30.66	6.97
A1	T4L wt 8uM	1	2	1	80383	30.77	6.98
A1	T4L wt 8uM	1	2	1	80900	30.87	6.95
A1	T4L wt 8uM	1	2	1	81400	30.99	6.97
A1	T4L wt 8uM	1	2	1	81900	31.1	6.96
A1	T4L wt 8uM	1	2	1	82400	31.21	6.95
A1	T4L wt 8uM	1	2	1	82916	31.27	6.95
A1	T4L wt 8uM	1	2	1	83433	31.38	6.94
A1	T4L wt 8uM	1	2	1	83916	31.49	6.97
A1	T4L wt 8uM	1	2	1	84433	31.59	6.95
A1	T4L wt 8uM	1	2	1	84933	31.7	6.94
A1	T4L wt 8uM	1	2	1	85433	31.81	6.92
A1	T4L wt 8uM	1	2	1	85933	31.92	6.94
A1	T4L wt 8uM	1	2	1	86433	31.97	6.94
A1	T4L wt 8uM	1	2	1	86933	32.13	6.93
A1	T4L wt 8uM	1	2	1	87450	32.24	6.89
A1	T4L wt 8uM	1	2	1	87967	32.3	6.94
A1	T4L wt 8uM	1	2	1	88466	32.39	6.95
A1	T4L wt 8uM	1	2	1	88967	32.5	6.92
A1	T4L wt 8uM	1	2	1	89466	32.61	6.91
A1	T4L wt 8uM	1	2	1	89983	32.72	6.91
A1	T4L wt 8uM	1	2	1	90483	32.77	6.89
A1	T4L wt 8uM	1	2	1	90983	32.87	6.89
A1	T4L wt 8uM	1	2	1	91483	32.98	6.89
A1	T4L wt 8uM	1	2	1	92000	33.07	6.87
A1	T4L wt 8uM	1	2	1	92500	33.19	6.89
A1	T4L wt 8uM	1	2	1	93000	33.29	6.87
A1	T4L wt 8uM	1	2	1	93516	33.39	6.90
A1	T4L wt 8uM	1	2	1	94016	33.49	6.87
A1	T4L wt 8uM	1	2	1	94533	33.6	6.86
A1	T4L wt 8uM	1	2	1	95050	33.7	6.89
A1	T4L wt 8uM	1	2	1	95550	33.79	6.91
A1	T4L wt 8uM	1	2	1	96050	33.9	6.89
A1	T4L wt 8uM	1	2	1	96550	34	6.85
A1	T4L wt 8uM	1	2	1	97066	34.1	6.87
A1	T4L wt 8uM	1	2	1	97566	34.21	6.87
A1	T4L wt 8uM	1	2	1	98066	34.31	6.86
A1	T4L wt 8uM	1	2	1	98566	34.41	6.86
A1	T4L wt 8uM	1	2	1	99083	34.47	6.88
A1	T4L wt 8uM	1	2	1	99600	34.56	6.83
A1	T4L wt 8uM	1	2	1	100100	34.7	6.88
A1	T4L wt 8uM	1	2	1	100600	34.81	6.86
A1	T4L wt 8uM	1	2	1	101100	34.91	6.83
A1	T4L wt 8uM	1	2	1	101616	35.01	6.85
A1	T4L wt 8uM	1	2	1	102116	35.11	6.83
A1	T4L wt 8uM	1	2	1	102616	35.21	6.87
A1	T4L wt 8uM	1	2	1	103116	35.34	6.86
A1	T4L wt 8uM	1	2	1	103633	35.4	6.81
A1	T4L wt 8uM	1	2	1	104133	35.5	6.82
A1	T4L wt 8uM	1	2	1	104633	35.59	6.85
A1	T4L wt 8uM	1	2	1	105150	35.7	6.85
A1	T4L wt 8uM	1	2	1	105650	35.84	6.86
A1	T4L wt 8uM	1	2	1	106166	35.89	6.84
A1	T4L wt 8uM	1	2	1	106666	35.99	6.86
A1	T4L wt 8uM	1	2	1	107166	36.08	6.84
A1	T4L wt 8uM	1	2	1	107666	36.17	6.83
A1	T4L wt 8uM	1	2	1	108166	36.32	6.84
A1	T4L wt 8uM	1	2	1	108683	36.41	6.83
A1	T4L wt 8uM	1	2	1	109183	36.51	6.83
A1	T4L wt 8uM	1	2	1	109683	36.61	6.86
A1	T4L wt 8uM	1	2	1	110200	36.7	6.82
A1	T4L wt 8uM	1	2	1	110700	36.83	6.80
A1	T4L wt 8uM	1	2	1	111200	36.93	6.83
A1	T4L wt 8uM	1	2	1	111700	37.02	6.83
A1	T4L wt 8uM	1	2	1	112200	37.12	6.81
A1	T4L wt 8uM	1	2	1	112716	37.22	6.83
A1	T4L wt 8uM	1	2	1	113233	37.35	6.83
A1	T4L wt 8uM	1	2	1	113733	37.45	6.84
A1	T4L wt 8uM	1	2	1	114233	37.49	6.81
A1	T4L wt 8uM	1	2	1	114733	37.63	6.79
A1	T4L wt 8uM	1	2	1	115250	37.72	6.85
A1	T4L wt 8uM	1	2	1	115733	37.82	6.82
A1	T4L wt 8uM	1	2	1	116250	37.95	6.82
A1	T4L wt 8uM	1	2	1	116750	38.05	6.80
A1	T4L wt 8uM	1	2	1	117250	38.14	6.78
A1	T4L wt 8uM	1	2	1	117783	38.22	6.80
A1	T4L wt 8uM	1	2	1	118283	38.32	6.82
A1	T4L wt 8uM	1	2	1	118783	38.45	6.81
A1	T4L wt 8uM	1	2	1	119283	38.54	6.78
A1	T4L wt 8uM	1	2	1	119783	38.64	6.80
A1	T4L wt 8uM	1	2	1	120300	38.73	6.81
A1	T4L wt 8uM	1	2	1	120800	38.81	6.80
A1	T4L wt 8uM	1	2	1	121300	38.91	6.83
A1	T4L wt 8uM	1	2	1	121800	38.99	6.81
A1	T4L wt 8uM	1	2	1	122333	39.12	6.79
A1	T4L wt 8uM	1	2	1	122833	39.26	6.83
A1	T4L wt 8uM	1	2	1	123333	39.35	6.81
A1	T4L wt 8uM	1	2	1	123833	39.44	6.83
A1	T4L wt 8uM	1	2	1	124350	39.53	6.79
A1	T4L wt 8uM	1	2	1	124850	39.66	6.83
A1	T4L wt 8uM	1	2	1	125350	39.74	6.80
A1	T4L wt 8uM	1	2	1	125850	39.83	6.81
A1	T4L wt 8uM	1	2	1	126350	39.96	6.80
A1	T4L wt 8uM	1	2	1	126850	40.05	6.83
A1	T4L wt 8uM	1	2	1	127350	40.14	6.82
A1	T4L wt 8uM	1	2	1	127850	40.22	6.84
A1	T4L wt 8uM	1	2	1	128350	40.32	6.80
A1	T4L wt 8uM	1	2	1	128866	40.44	6.82
A1	T4L wt 8uM	1	2	1	129366	40.52	6.84
A1	T4L wt 8uM	1	2	1	129866	40.66	6.84
A1	T4L wt 8uM	1	2	1	130366	40.74	6.85
A1	T4L wt 8uM	1	2	1	130866	40.83	6.80
A1	T4L wt 8uM	1	2	1	131383	40.96	6.83
A1	T4L wt 8uM	1	2	1	131883	41.05	6.85
A1	T4L wt 8uM	1	2	1	132383	41.13	6.88
A1	T4L wt 8uM	1	2	1	132900	41.25	6.85
A1	T4L wt 8uM	1	2	1	133400	41.38	6.85
A1	T4L wt 8uM	1	2	1	133900	41.46	6.87
A1	T4L wt 8uM	1	2	1	134416	41.55	6.90
A1	T4L wt 8uM	1	2	1	134916	41.64	6.87
A1	T4L wt 8uM	1	2	1	135416	41.76	6.87
A1	T4L wt 8uM	1	2	1	135916	41.85	6.89
A1	T4L wt 8uM	1	2	1	136416	41.97	6.89
A1	T4L wt 8uM	1	2	1	136916	42.05	6.90
A1	T4L wt 8uM	1	2	1	137416	42.17	6.90
A1	T4L wt 8uM	1	2	1	137933	42.26	6.93
A1	T4L wt 8uM	1	2	1	138450	42.39	6.92
A1	T4L wt 8uM	1	2	1	138950	42.47	6.90
A1	T4L wt 8uM	1	2	1	139466	42.56	6.91
A1	T4L wt 8uM	1	2	1	139967	42.63	6.94
A1	T4L wt 8uM	1	2	1	140466	42.75	6.96
A1	T4L wt 8uM	1	2	1	140967	42.84	6.91
A1	T4L wt 8uM	1	2	1	141466	42.96	6.94
A1	T4L wt 8uM	1	2	1	141967	43.04	6.95
A1	T4L wt 8uM	1	2	1	142483	43.17	6.97
A1	T4L wt 8uM	1	2	1	143000	43.25	6.92
A1	T4L wt 8uM	1	2	1	143500	43.33	7.01
A1	T4L wt 8uM	1	2	1	144016	43.49	7.00
A1	T4L wt 8uM	1	2	1	144516	43.57	7.02
A1	T4L wt 8uM	1	2	1	145016	43.69	7.02
A1	T4L wt 8uM	1	2	1	145516	43.77	7.03
A1	T4L wt 8uM	1	2	1	146016	43.85	7.06
A1	T4L wt 8uM	1	2	1	146516	43.97	7.09
A1	T4L wt 8uM	1	2	1	147016	44.09	7.09
A1	T4L wt 8uM	1	2	1	147516	44.17	7.08
A1	T4L wt 8uM	1	2	1	148016	44.29	7.14
A1	T4L wt 8uM	1	2	1	148533	44.36	7.13
A1	T4L wt 8uM	1	2	1	149033	44.49	7.15
A1	T4L wt 8uM	1	2	1	149533	44.61	7.15
A1	T4L wt 8uM	1	2	1	150050	44.68	7.20
A1	T4L wt 8uM	1	2	1	150550	44.77	7.20
A1	T4L wt 8uM	1	2	1	151050	44.88	7.22
A1	T4L wt 8uM	1	2	1	151550	44.99	7.23
A1	T4L wt 8uM	1	2	1	152050	45.08	7.26
A1	T4L wt 8uM	1	2	1	152566	45.19	7.26
A1	T4L wt 8uM	1	2	1	153066	45.27	7.27
A1	T4L wt 8uM	1	2	1	153566	45.32	7.30
A1	T4L wt 8uM	1	2	1	154066	45.47	7.32
A1	T4L wt 8uM	1	2	1	154566	45.57	7.35
A1	T4L wt 8uM	1	2	1	155066	45.66	7.40
A1	T4L wt 8uM	1	2	1	155566	45.77	7.39
A1	T4L wt 8uM	1	2	1	156083	45.85	7.42
A1	T4L wt 8uM	1	2	1	156583	46.01	7.42
A1	T4L wt 8uM	1	2	1	157083	46.08	7.49
A1	T4L wt 8uM	1	2	1	157583	46.16	7.51
A1	T4L wt 8uM	1	2	1	158083	46.28	7.52
A1	T4L wt 8uM	1	2	1	158600	46.38	7.55
A1	T4L wt 8uM	1	2	1	159116	46.5	7.59
A1	T4L wt 8uM	1	2	1	159616	46.58	7.57
A1	T4L wt 8uM	1	2	1	160116	46.69	7.67
A1	T4L wt 8uM	1	2	1	160616	46.81	7.62
A1	T4L wt 8uM	1	2	1	161133	46.89	7.72
A1	T4L wt 8uM	1	2	1	161633	47	7.79
A1	T4L wt 8uM	1	2	1	162133	47.06	7.75
A1	T4L wt 8uM	1	2	1	162633	47.18	7.77
A1	T4L wt 8uM	1	2	1	163133	47.29	7.83
A1	T4L wt 8uM	1	2	1	163666	47.37	7.88
A1	T4L wt 8uM	1	2	1	164166	47.52	7.91
A1	T4L wt 8uM	1	2	1	164666	47.59	7.93
A1	T4L wt 8uM	1	2	1	165166	47.68	7.99
A1	T4L wt 8uM	1	2	1	165683	47.78	8.03
A1	T4L wt 8uM	1	2	1	166183	47.89	8.08
A1	T4L wt 8uM	1	2	1	166683	48	8.17
A1	T4L wt 8uM	1	2	1	167200	48.11	8.19
A1	T4L wt 8uM	1	2	1	167700	48.22	8.22
A1	T4L wt 8uM	1	2	1	168216	48.34	8.25
A1	T4L wt 8uM	1	2	1	168716	48.41	8.30
A1	T4L wt 8uM	1	2	1	169216	48.51	8.35
A1	T4L wt 8uM	1	2	1	169716	48.59	8.42
A1	T4L wt 8uM	1	2	1	170233	48.7	8.46
A1	T4L wt 8uM	1	2	1	170733	48.8	8.57
A1	T4L wt 8uM	1	2	1	171233	48.88	8.60
A1	T4L wt 8uM	1	2	1	171750	48.99	8.62
A1	T4L wt 8uM	1	2	1	172250	49.1	8.70
A1	T4L wt 8uM	1	2	1	172766	49.22	8.76
A1	T4L wt 8uM	1	2	1	173266	49.31	8.82
A1	T4L wt 8uM	1	2	1	173766	49.42	8.91
A1	T4L wt 8uM	1	2	1	174266	49.49	8.91
A1	T4L wt 8uM	1	2	1	174783	49.6	9.00
A1	T4L wt 8uM	1	2	1	175283	49.72	9.10
A1	T4L wt 8uM	1	2	1	175783	49.82	9.16
A1	T4L wt 8uM	1	2	1	176283	49.89	9.23
A1	T4L wt 8uM	1	2	1	176800	50	9.26
A1	T4L wt 8uM	1	2	1	177316	50.1	9.36
A1	T4L wt 8uM	1	2	1	177816	50.21	9.47
A1	T4L wt 8uM	1	2	1	178316	50.32	9.52
A1	T4L wt 8uM	1	2	1	178833	50.43	9.57
A1	T4L wt 8uM	1	2	1	179350	50.54	9.69
A1	T4L wt 8uM	1	2	1	179850	50.64	9.78
A1	T4L wt 8uM	1	2	1	180350	50.74	9.92
A1	T4L wt 8uM	1	2	1	180850	50.81	9.97
A1	T4L wt 8uM	1	2	1	181350	50.92	10.05
A1	T4L wt 8uM	1	2	1	181866	51.02	10.16
A1	T4L wt 8uM	1	2	1	182366	51.13	10.24
A1	T4L wt 8uM	1	2	1	182866	51.2	10.34
A1	T4L wt 8uM	1	2	1	183383	51.34	10.46
A1	T4L wt 8uM	1	2	1	183883	51.42	10.60
A1	T4L wt 8uM	1	2	1	184400	51.51	10.69
A1	T4L wt 8uM	1	2	1	184900	51.62	10.78
A1	T4L wt 8uM	1	2	1	185400	51.72	10.93
A1	T4L wt 8uM	1	2	1	185900	51.83	11.03
A1	T4L wt 8uM	1	2	1	186416	51.93	11.16
A1	T4L wt 8uM	1	2	1	186916	52.04	11.32
A1	T4L wt 8uM	1	2	1	187416	52.11	11.46
A1	T4L wt 8uM	1	2	1	187916	52.24	11.55
A1	T4L wt 8uM	1	2	1	188433	52.34	11.70
A1	T4L wt 8uM	1	2	1	188933	52.45	11.88
A1	T4L wt 8uM	1	2	1	189433	52.55	11.99
A1	T4L wt 8uM	1	2	1	189950	52.66	12.18
A1	T4L wt 8uM	1	2	1	190450	52.76	12.33
A1	T4L wt 8uM	1	2	1	190967	52.83	12.50
A1	T4L wt 8uM	1	2	1	191466	52.96	12.66
A1	T4L wt 8uM	1	2	1	191967	53.03	12.82
A1	T4L wt 8uM	1	2	1	192466	53.16	13.05
A1	T4L wt 8uM	1	2	1	192983	53.24	13.22
A1	T4L wt 8uM	1	2	1	193483	53.34	13.41
A1	T4L wt 8uM	1	2	1	193983	53.44	13.56
A1	T4L wt 8uM	1	2	1	194483	53.55	13.77
A1	T4L wt 8uM	1	2	1	195000	53.64	13.97
A1	T4L wt 8uM	1	2	1	195500	53.77	14.22
A1	T4L wt 8uM	1	2	1	196016	53.87	14.47
A1	T4L wt 8uM	1	2	1	196516	53.98	14.71
A1	T4L wt 8uM	1	2	1	197016	54.04	14.95
A1	T4L wt 8uM	1	2	1	197516	54.18	15.23
A1	T4L wt 8uM	1	2	1	198033	54.22	15.44
A1	T4L wt 8uM	1	2	1	198533	54.35	15.71
A1	T4L wt 8uM	1	2	1	199033	54.44	16.01
A1	T4L wt 8uM	1	2	1	199533	54.58	16.25
A1	T4L wt 8uM	1	2	1	200050	54.64	16.57
A1	T4L wt 8uM	1	2	1	200550	54.78	16.82
A1	T4L wt 8uM	1	2	1	201050	54.88	17.19
A1	T4L wt 8uM	1	2	1	201550	54.98	17.51
A1	T4L wt 8uM	1	2	1	202050	55.05	17.77
A1	T4L wt 8uM	1	2	1	202550	55.14	18.13
A1	T4L wt 8uM	1	2	1	203050	55.24	18.47
A1	T4L wt 8uM	1	2	1	203566	55.34	18.85
A1	T4L wt 8uM	1	2	1	204066	55.44	19.19
A1	T4L wt 8uM	1	2	1	204566	55.57	19.64
A1	T4L wt 8uM	1	2	1	205083	55.64	20.02
A1	T4L wt 8uM	1	2	1	205583	55.77	20.42
A1	T4L wt 8uM	1	2	1	206083	55.87	20.85
A1	T4L wt 8uM	1	2	1	206600	55.96	21.28
A1	T4L wt 8uM	1	2	1	207100	56.06	21.78
A1	T4L wt 8uM	1	2	1	207600	56.16	22.29
A1	T4L wt 8uM	1	2	1	208100	56.26	22.77
A1	T4L wt 8uM	1	2	1	208600	56.39	23.27
A1	T4L wt 8uM	1	2	1	209133	56.49	23.79
A1	T4L wt 8uM	1	2	1	209633	56.58	24.34
A1	T4L wt 8uM	1	2	1	210133	56.68	24.95
A1	T4L wt 8uM	1	2	1	210633	56.77	25.53
A1	T4L wt 8uM	1	2	1	211150	56.9	26.23
A1	T4L wt 8uM	1	2	1	211650	56.97	26.81
A1	T4L wt 8uM	1	2	1	212150	57.07	27.50
A1	T4L wt 8uM	1	2	1	212650	57.17	28.27
A1	T4L wt 8uM	1	2	1	213150	57.26	28.94
A1	T4L wt 8uM	1	2	1	213650	57.36	29.75
A1	T4L wt 8uM	1	2	1	214166	57.45	30.59
A1	T4L wt 8uM	1	2	1	214666	57.58	31.36
A1	T4L wt 8uM	1	2	1	215166	57.68	32.24
A1	T4L wt 8uM	1	2	1	215683	57.78	33.26
A1	T4L wt 8uM	1	2	1	216183	57.87	34.17
A1	T4L wt 8uM	1	2	1	216683	57.97	35.17
A1	T4L wt 8uM	1	2	1	217183	58.07	36.32
A1	T4L wt 8uM	1	2	1	217683	58.15	37.35
A1	T4L wt 8uM	1	2	1	218183	58.26	38.52
A1	T4L wt 8uM	1	2	1	218700	58.38	39.71
A1	T4L wt 8uM	1	2	1	219200	58.47	40.93
A1	T4L wt 8uM	1	2	1	219700	58.58	42.38
A1	T4L wt 8uM	1	2	1	220200	58.67	43.75
A1	T4L wt 8uM	1	2	1	220700	58.8	45.21
A1	T4L wt 8uM	1	2	1	221200	58.88	46.70
A1	T4L wt 8uM	1	2	1	221716	59.01	48.35
A1	T4L wt 8uM	1	2	1	222216	59.08	50.00
A1	T4L wt 8uM	1	2	1	222716	59.2	51.77
A1	T4L wt 8uM	1	2	1	223250	59.27	53.74
A1	T4L wt 8uM	1	2	1	223750	59.39	55.69
A1	T4L wt 8uM	1	2	1	224250	59.49	57.72
A1	T4L wt 8uM	1	2	1	224750	59.58	59.81
A1	T4L wt 8uM	1	2	1	225266	59.7	62.24
A1	T4L wt 8uM	1	2	1	225766	59.8	64.68
A1	T4L wt 8uM	1	2	1	226266	59.9	67.09
A1	T4L wt 8uM	1	2	1	226783	59.99	69.67
A1	T4L wt 8uM	1	2	1	227283	60.08	72.47
A1	T4L wt 8uM	1	2	1	227783	60.17	75.12
A1	T4L wt 8uM	1	2	1	228300	60.28	78.06
A1	T4L wt 8uM	1	2	1	228800	60.39	80.91
A1	T4L wt 8uM	1	2	1	229300	60.48	83.81
A1	T4L wt 8uM	1	2	1	229800	60.61	86.82
A1	T4L wt 8uM	1	2	1	230300	60.7	89.89
A1	T4L wt 8uM	1	2	1	230800	60.83	92.93
A1	T4L wt 8uM	1	2	1	231316	60.93	95.99
A1	T4L wt 8uM	1	2	1	231816	61.02	99.14
A1	T4L wt 8uM	1	2	1	232333	61.1	102.07
A1	T4L wt 8uM	1	2	1	232833	61.2	104.71
A1	T4L wt 8uM	1	2	1	233333	61.29	107.47
A1	T4L wt 8uM	1	2	1	233816	61.41	110.15
A1	T4L wt 8uM	1	2	1	234316	61.51	112.81
A1	T4L wt 8uM	1	2	1	234833	61.6	115.36
A1	T4L wt 8uM	1	2	1	235333	61.72	117.74
A1	T4L wt 8uM	1	2	1	235833	61.81	120.02
A1	T4L wt 8uM	1	2	1	236333	61.91	122.13
A1	T4L wt 8uM	1	2	1	236850	62.03	124.24
A1	T4L wt 8uM	1	2	1	237350	62.09	126.07
A1	T4L wt 8uM	1	2	1	237850	62.19	127.94
A1	T4L wt 8uM	1	2	1	238350	62.31	129.71
A1	T4L wt 8uM	1	2	1	238866	62.4	131.36
A1	T4L wt 8uM	1	2	1	239366	62.5	132.81
A1	T4L wt 8uM	1	2	1	239883	62.61	134.18
A1	T4L wt 8uM	1	2	1	240383	62.7	135.67
A1	T4L wt 8uM	1	2	1	240883	62.83	136.77
A1	T4L wt 8uM	1	2	1	241383	62.92	137.81
A1	T4L wt 8uM	1	2	1	241883	63.01	138.89
A1	T4L wt 8uM	1	2	1	242383	63.07	139.95
A1	T4L wt 8uM	1	2	1	242883	63.19	140.80
A1	T4L wt 8uM	1	2	1	243400	63.3	141.58
A1	T4L wt 8uM	1	2	1	243900	63.4	142.40
A1	T4L wt 8uM	1	2	1	244400	63.52	143.07
A1	T4L wt 8uM	1	2	1	244900	63.61	143.52
A1	T4L wt 8uM	1	2	1	245400	63.71	144.07
A1	T4L wt 8uM	1	2	1	245900	63.83	144.54
A1	T4L wt 8uM	1	2	1	246400	63.89	145.00
A1	T4L wt 8uM	1	2	1	246916	64.01	145.40
A1	T4L wt 8uM	1	2	1	247416	64.1	145.75
A1	T4L wt 8uM	1	2	1	247916	64.21	146.02
A1	T4L wt 8uM	1	2	1	248416	64.34	146.44
A1	T4L wt 8uM	1	2	1	248916	64.43	146.58
A1	T4L wt 8uM	1	2	1	249416	64.52	146.79
A1	T4L wt 8uM	1	2	1	249916	64.65	146.94
A1	T4L wt 8uM	1	2	1	250433	64.73	146.99
A1	T4L wt 8uM	1	2	1	250950	64.81	147.07
A1	T4L wt 8uM	1	2	1	251466	64.93	146.97
A1	T4L wt 8uM	1	2	1	251967	65.03	147.13
A1	T4L wt 8uM	1	2	1	252466	65.12	147.20
A1	T4L wt 8uM	1	2	1	252983	65.24	147.16
A1	T4L wt 8uM	1	2	1	253483	65.3	147.09
A1	T4L wt 8uM	1	2	1	253983	65.42	147.15
A1	T4L wt 8uM	1	2	1	254483	65.53	146.90
A1	T4L wt 8uM	1	2	1	255000	65.63	146.81
A1	T4L wt 8uM	1	2	1	255500	65.74	146.85
A1	T4L wt 8uM	1	2	1	256000	65.83	146.65
A1	T4L wt 8uM	1	2	1	256516	65.93	146.34
A1	T4L wt 8uM	1	2	1	257016	66.05	146.09
A1	T4L wt 8uM	1	2	1	257533	66.13	146.03
A1	T4L wt 8uM	1	2	1	258033	66.25	145.77
A1	T4L wt 8uM	1	2	1	258533	66.34	145.76
A1	T4L wt 8uM	1	2	1	259033	66.46	145.52
A1	T4L wt 8uM	1	2	1	259533	66.55	145.30
A1	T4L wt 8uM	1	2	1	260050	66.64	144.93
